id_municipio,municipio_nome,municipio_cetesb,agencia,endereco,numero,bairro,municipio_sede,cep,telefone,fax,email,url
3556305,Valparaíso,VALPARAÍSO,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VALPARA%CDSO
3556354,Vargem,VARGEM,Agência Ambiental de Atibaia,Rua Castro Fafe,295,Centro,Atibaia,12940-440,(11) 4411-6466,(11) 4411-6466,atibaia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VARGEM
3556404,Vargem Grande do Sul,VARGEM GRANDE DO SUL,Agência Ambiental de São João da Boa Vista,Rua Marechal Deodoro,345,Centro,São João Da Boa Vista,13870-223,(19) 3633-1510,(19) 3633-1510,sjboavista_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VARGEM%20GRANDE%20DO%20SUL
3556453,Vargem Grande Paulista,VARGEM GRANDE PAULISTA,Agência Ambiental de Embu das Artes,Avenida Joao Paulo I,495,Jd. Sao Luiz,Embu Das Artes,06816-550,(11) 4704-8835,(11) 4704-8835,embu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VARGEM%20GRANDE%20PAULISTA
3556503,Várzea Paulista,VÁRZEA PAULISTA,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=V%C1RZEA%20PAULISTA
3556602,Vera Cruz,VERA CRUZ,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VERA%20CRUZ
3556701,Vinhedo,VINHEDO,Agência Ambiental de Campinas,Av. Brasil,2340,Jd. Chapadão,Campinas,13070-178,(19) 3241-1744,( ) -,campinas_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VINHEDO
3556800,Viradouro,VIRADOURO,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VIRADOURO
3556909,Vista Alegre do Alto,VISTA ALEGRE DO ALTO,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VISTA%20ALEGRE%20DO%20ALTO
3556958,Vitória Brasil,VITÓRIA BRASIL,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VIT%D3RIA%20BRASIL
3557006,Votorantim,VOTORANTIM,Agência Ambiental de Sorocaba,Rua Epitácio Pessoa,269,Além Ponte,Sorocaba,18013-190,(15) 3222-2065,(15) 3222-2065,sorocaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VOTORANTIM
3557105,Votuporanga,VOTUPORANGA,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=VOTUPORANGA
3557154,Zacarias,ZACARIAS,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ZACARIAS
